Age,Income,Employment_Years,Married,Dependents,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Debt_to_Income,Payment_History,Purpose_Business,Purpose_Debt_Consolidation,Purpose_Education,Purpose_Home,Purpose_Personal,Loan_Approval
22,72329.24585597092,14.114123528280516,1,0,173732.67625698392,7,819.6666438284235,0,0.4843638386707093,1,False,False,False,False,True,1
29,46978.408371228594,4.027270959643168,0,0,125799.26512500261,30,707.0197791524503,1,0.28781420285477927,1,False,False,False,True,False,1
21,63733.90503664463,12.506348847808072,1,2,131488.2502142582,5,679.594955287592,0,0.3071355592633398,1,False,False,True,False,False,1
36,56104.47361065458,11.47916689977825,1,4,139509.0989545716,7,687.5695188711276,1,0.516842531805083,0,False,True,False,False,False,1
59,36838.32454397208,12.32535744737481,0,2,63403.6074346705,7,827.5927952778864,0,0.4451466686557511,0,False,False,False,True,False,1
57,67304.93237208352,6.421209958914527,1,2,1000.0,5,754.4518450146629,1,0.19321532588145768,0,True,False,False,False,False,1
68,66511.79372677203,6.130429269723947,0,4,207433.5404610206,20,850.0,2,0.37241453781988415,1,False,False,True,False,False,1
35,84534.59980687583,1.89285750790462,1,1,305494.2530012168,20,782.9487589856742,1,0.6222669345589067,1,False,False,False,False,True,1
56,55151.26498893366,8.257895447631851,0,2,140800.86747692854,3,776.7372161226476,0,0.3639020932266453,1,False,True,False,False,False,1
43,58470.28905552446,11.65377330580196,1,1,116413.87470961755,15,786.0363099303358,0,0.05055483598760424,1,False,False,False,True,False,1
31,87342.44101728604,0.0,0,2,138946.78311016364,20,850.0,2,0.0,1,False,False,False,False,True,1
64,29591.854180122526,18.20595251597043,1,0,96147.51883707943,15,622.3214467583489,1,0.11658851609267942,1,False,False,True,False,False,1
26,81173.66254424783,8.076982684389476,1,0,214064.97364596123,20,492.30264776056197,2,0.02339810675124454,1,True,False,False,False,False,1
67,43694.662751737356,11.873283179450375,1,3,143180.93976571533,30,682.2519198498585,0,0.21677810507934556,1,False,False,True,False,False,1
66,55651.33944159615,12.162523906868842,0,4,221115.44961175125,15,692.9140833359553,0,0.22169391354820195,1,False,False,False,True,False,1
68,0.0,16.793464184774315,0,2,87730.33869599612,15,475.1869133936679,2,0.387282009500944,1,True,False,False,False,False,0
30,45875.4522241981,6.585118615096253,1,0,264960.98492425645,7,732.66784983097,0,0.24691186687718641,0,True,False,False,False,False,1
32,61987.61830919245,5.793685975721622,0,0,362971.71861059347,10,777.5273011660303,1,0.09986427783972854,1,False,False,True,False,False,1
38,14030.58205052511,8.09245029473578,1,4,54428.4582711807,15,503.4451005559877,0,0.43471210388671555,0,False,False,True,False,False,1
32,54027.178950399284,6.20250611677291,0,3,150755.02563919354,7,749.2125050979674,3,0.24221553671138626,1,True,False,False,False,False,1
64,115138.23920663536,8.089360532338533,1,1,157546.65831265817,20,663.9985140174514,0,0.27944463607577547,1,False,False,False,True,False,1
46,36646.14482376145,11.898864052015636,0,2,186497.69671086085,20,630.174458625022,1,0.2314210311707688,0,False,False,False,True,False,1
66,57392.53721555683,12.41493102730895,0,4,208797.98572444613,30,510.76431754937266,0,0.46716063246019174,1,False,False,False,True,False,1
34,86671.752209401,5.700510786723774,0,2,46007.99559142513,7,792.9896444629617,3,0.18357545061034608,1,False,False,False,False,True,1
69,1763.9587219356035,7.017541499603699,0,4,168433.87630358926,10,579.2668003160159,2,0.5849624929270432,1,False,False,True,False,False,0
25,76320.59688799463,16.877072875773447,1,0,284601.6710371912,20,815.93295983307,2,0.4491708019912415,1,True,False,False,False,False,1
25,68875.64044837322,12.04967246250418,1,3,154368.32704945357,3,850.0,1,0.32579737418436755,1,False,False,False,False,True,1
42,50000.44930427725,5.052464138476928,0,1,180162.34174295963,10,568.051695985991,0,0.49994727152663176,1,False,False,False,False,True,1
41,27880.096001704933,9.946284607133636,1,3,198180.03169103357,30,644.1470277298865,0,0.30049286016241267,1,False,False,True,False,False,1
39,50094.741442972416,10.677976984220237,0,3,187484.45066092483,20,619.2727253973729,2,0.3064064729871694,1,False,False,False,False,True,0
43,40992.7263109005,1.6129100060948414,0,0,158425.34615492827,7,709.4761075861996,2,0.4852250950520961,0,False,False,False,False,True,1
44,77033.48757964022,3.056313407900909,1,3,146659.13518164086,7,795.0315657818644,3,0.250073710616897,1,False,True,False,False,False,1
67,83998.91686084363,16.76912622424874,0,1,119323.66141387954,5,599.9309883658515,0,0.2136759156215549,1,True,False,False,False,False,1
27,48649.16049201391,1.6269435431991317,0,4,274702.95120026224,20,791.4503217351833,2,0.2741479396200534,1,False,False,False,False,True,1
63,39876.01449739652,0.0,1,1,119331.33488100104,10,693.0815380267167,2,0.20896230487500017,0,False,False,True,False,False,0
52,37294.845442785736,0.0,1,4,248454.30519544962,10,666.460894698431,2,0.30646901431705287,1,False,False,True,False,False,1
41,93271.67950917919,1.8549103172340713,0,2,156366.61811450004,7,614.0745496021921,1,0.3435603206154229,0,False,True,False,False,False,0
46,58362.81154945963,4.202909085432911,1,2,186649.6152945358,3,845.3115486287238,3,0.41079368304048797,0,False,False,False,False,True,1
58,94102.04843662544,8.621717924405651,0,3,137359.05630723317,3,546.6135258205794,2,0.14817246283101623,1,False,True,False,False,False,1
56,25259.25822861136,7.871404639097216,1,4,36989.8766373532,30,623.2463356646593,0,0.4159187086351477,1,False,True,False,False,False,1
65,88671.97998129748,11.837950384749798,0,0,192677.21529448192,30,850.0,0,0.656461378913879,1,False,False,True,False,False,1
50,29571.98994117737,9.587091367518957,1,4,137181.74598939426,10,736.7900979327264,3,0.5600698551205581,1,False,False,False,False,True,1
19,62134.71525337396,10.573790100900418,1,2,14390.778454378218,10,658.2461771673027,0,0.12736727688921823,1,False,False,False,False,True,1
44,109359.91861200072,3.189282355703428,1,4,217703.48612137273,30,611.6837589975521,2,0.19725013135015473,1,False,True,False,False,False,1
48,60681.39080901448,3.444385540649474,0,3,160975.56928118848,5,553.3488415254111,0,0.37649933114722184,1,False,True,False,False,False,0
65,105498.72126374175,3.9422322826186793,0,3,184524.58637861122,20,703.0811115197313,0,0.24177170285128782,0,True,False,False,False,False,1
58,36823.747701866654,7.051282480229695,1,1,135257.32243374805,5,713.3742429981231,0,0.5510201411404498,1,False,True,False,False,False,1
54,49713.22064655098,7.612459944268569,1,2,133870.34729543526,15,801.3286498231345,0,0.33544995147190615,1,False,False,True,False,False,1
57,72685.52319583221,6.607852577382631,1,3,134795.99779224972,15,745.8938954964581,2,0.3085994621906672,0,False,False,False,False,True,1
26,67178.33385307464,9.97064447946055,1,4,80648.08271073509,7,566.3579072995915,2,0.5716832080909069,1,True,False,False,False,False,1
37,71286.7396640949,16.84595584618332,0,1,267436.5445570585,7,638.0926899569104,2,0.24296125457346854,1,True,False,False,False,False,1
64,65073.60125775278,6.962192168903653,0,0,191615.04301608662,10,741.6430500405492,3,0.3273474517091919,1,False,False,False,False,True,1
49,42815.39219773249,5.9124596324248415,1,0,235402.4210020986,5,627.4315685149428,3,0.3921107038477185,0,False,True,False,False,False,1
64,73703.15821818226,4.407883801575782,1,0,23332.374857720322,3,616.4332191619228,0,0.40192268009899906,1,False,False,False,True,False,1
55,91532.95254625115,8.020209789115803,0,1,86554.97699227737,5,663.2028360514119,2,0.16796066222600303,0,True,False,False,False,False,1
29,74556.11193909401,9.107837638041195,0,0,155601.12295906793,20,675.4316518608669,1,0.42651612886224566,1,False,False,False,True,False,0
42,55942.93882081465,6.464039453098222,0,4,87411.38583208936,3,756.1763489881056,1,0.29358994123420445,1,False,False,False,False,True,1
69,82705.55316489875,13.499416367767346,1,3,183743.1666623421,7,552.8500769763327,1,0.12817972977970402,1,False,False,False,False,True,1
24,51804.41184143258,9.244185393756894,0,1,95127.5051109569,5,602.6400935632062,0,0.15544654115727835,1,False,True,False,False,False,1
62,54776.14611939965,8.623534515152325,1,1,291804.7386445522,7,529.4711065385915,0,0.38337377604504286,1,True,False,False,False,False,1
45,45305.85237572101,4.106550184374694,0,3,234437.4134258813,30,526.7438657295288,1,0.45136442015885947,1,True,False,False,False,False,1
18,67585.9296562456,2.8261511097321685,0,1,186583.95131331735,30,850.0,1,0.42680478430489965,1,False,False,False,True,False,1
39,79208.34980725787,9.154322050640438,0,2,133696.03504376212,20,519.0968967317319,1,0.22074565814763125,1,False,False,False,False,True,1
54,15579.358460599382,9.528766545170301,0,3,214606.3769907193,10,785.1410841954148,0,0.40455950309972916,1,False,False,False,False,True,0
18,77591.04039482938,4.14432516383186,1,3,88798.26960403478,10,666.0394496808159,0,0.29870159294046905,1,False,False,False,True,False,0
39,123540.4961679698,17.199554995844416,1,1,128906.78202474971,7,685.9469472155622,1,0.32768425515920013,0,False,True,False,False,False,1
42,9132.958182633192,7.089924655085805,1,4,167805.8961758205,3,723.2065167815559,1,0.4142271051392567,1,False,True,False,False,False,1
37,50983.802198345205,1.6805958546294448,1,4,206216.62780838463,30,775.9923221341307,2,0.4066773402389378,1,False,False,False,True,False,1
33,43672.70846624159,16.263744779084398,0,0,131692.8328381094,15,678.5212831533107,1,0.3400217392990718,1,False,True,False,False,False,1
39,46295.84110076884,3.008534708394653,0,0,65258.39340729367,7,712.8459115739815,1,0.28892505765028254,1,False,True,False,False,False,1
22,12880.34102459316,11.606390646245242,0,2,83252.8082582144,5,545.8590028002968,0,0.43590062317583134,1,False,False,False,False,True,0
26,74160.62569969414,16.693991804754344,0,1,100178.92691442593,7,711.3100078248018,4,0.5068828086804941,1,False,False,True,False,False,1
28,31393.464215207296,9.854543953176435,1,4,106954.90251943498,3,790.8279559782989,0,0.3587775904436725,1,False,False,True,False,False,1
51,93634.53119069303,9.088140500614253,0,0,84243.5826396576,15,734.84962524285,1,0.4723815211790954,1,True,False,False,False,False,1
23,54101.11284942054,2.5603881070317183,1,4,137412.34257146769,30,497.446066886882,1,0.7235595411418334,1,False,False,True,False,False,1
35,39392.91105803121,13.665317208035862,1,1,145648.86792045523,3,828.5077588996811,0,0.3297358164720025,1,False,False,False,False,True,1
24,84169.01156522367,1.3459536906900027,1,4,106162.55882835374,10,595.4741310154346,1,0.2832599539005753,0,False,True,False,False,False,1
54,40854.750498532216,2.2326639940694246,1,4,256193.29803695076,5,712.3990784065808,1,0.19609448995972573,1,True,False,False,False,False,1
29,64389.3015428872,12.620907955119673,1,0,195696.38373118947,10,620.2655150264488,1,0.35659978132822334,1,True,False,False,False,False,1
37,52539.84320190391,9.590257740894799,0,3,185306.493116084,15,850.0,3,0.1075106739488994,1,False,True,False,False,False,1
30,80555.80455098354,10.619759369689998,0,3,89480.84356426631,20,817.1169662628841,0,0.28648747080127196,1,False,False,True,False,False,1
68,45176.83667379945,15.397636017592589,1,0,36680.65786372546,20,624.500348187355,1,0.2279773115097476,1,False,False,False,True,False,0
32,76556.25464239347,8.77827098549866,0,1,64845.65070950765,30,645.2894071235711,0,0.18403464603682246,1,False,False,False,True,False,1
56,87708.44216592876,4.782824664848617,1,3,95403.75993942653,15,684.7701126703554,4,0.0,1,False,True,False,False,False,1
47,92164.9342349406,3.2218090765287846,0,1,39898.37634244864,3,545.0003373981328,3,0.34472635541662033,1,False,False,True,False,False,0
64,79645.30023242022,0.10479944441035549,0,0,146054.10949827184,5,805.5633756839825,0,0.0,0,False,True,False,False,False,1
68,53457.475154604086,9.74466913675557,1,4,210789.80720921617,7,662.3315846569235,1,0.4337616439129587,1,False,False,True,False,False,0
22,39690.95264281196,10.151724190855289,0,4,221444.28809640335,5,631.2496714862222,3,0.2971404903219667,1,False,False,True,False,False,1
30,78222.72888906955,16.650859024928106,0,0,211075.4860925905,15,492.11949869583486,0,0.4056295809214127,1,False,False,False,False,True,1
34,35840.52265519828,15.642099232865453,0,0,153803.0440397756,7,548.0568296717104,0,0.39802228171552956,1,True,False,False,False,False,0
61,82168.30898886356,1.1890255430867356,0,2,44722.621144106815,15,724.872985329915,0,0.41337875003660696,1,False,True,False,False,False,1
42,44501.107567159546,5.018000470100963,0,2,272570.5864482398,30,611.2106986556839,1,0.12971187225645134,1,False,True,False,False,False,1
66,80247.23304152791,12.027902372653635,1,0,210084.6437933965,3,793.3974322018622,1,0.15087129747151798,1,True,False,False,False,False,1
33,19302.85152611958,13.637271835612747,1,3,55839.89927306873,5,544.401429666769,2,0.2911554889726589,1,True,False,False,False,False,1
35,48243.91019241797,7.614176123943677,1,2,174337.82417781098,7,673.8862664579372,1,0.24019932257365417,1,False,False,False,False,True,1
20,73535.18922181471,4.630393111684794,0,3,289250.4253438285,10,761.83769205067,4,0.2761909696720056,1,False,False,True,False,False,1
58,104561.35541393286,12.989389078971275,0,2,91759.25328523658,15,517.6503566785199,0,0.24911721100303216,1,False,False,True,False,False,1
63,51220.09495490587,13.242424368522753,0,2,138858.34388245633,7,578.5166286062615,1,0.399753992508238,1,True,False,False,False,False,1
61,26573.122302804048,7.8125461413759005,0,3,108642.53907026985,7,654.7747229291097,1,0.10478101804604467,0,False,True,False,False,False,0
40,40245.74672853793,0.7127126774571977,0,0,163448.88758698525,10,629.1765873451977,1,0.3038204015695284,1,False,False,False,False,True,0
38,50934.929158007624,5.366851935517332,0,1,74691.7944595411,5,850.0,2,0.3908097212738413,1,False,True,False,False,False,1
58,28469.70370369227,9.8569092080172,0,3,76418.4552528989,3,739.3495073503975,1,0.2580244381936205,1,True,False,False,False,False,1
40,53495.616255110144,0.0,1,3,76272.52599601848,10,739.883073120451,0,0.5821866000527107,1,False,False,True,False,False,1
58,62227.51916759691,4.619254739741415,1,2,260573.47044687942,30,669.9596041481226,0,0.37954746673861306,0,False,False,False,False,True,0
33,63796.94024034849,10.174685270890384,1,4,211189.0132558887,30,563.0564388378572,2,0.3075207037735597,1,False,False,False,True,False,1
36,53956.25902766382,5.8753210513123815,0,2,1000.0,15,748.5461722924567,1,0.4337233265498716,1,False,False,False,False,True,1
26,56889.31692233954,11.484044955801764,0,3,144348.58190553324,30,721.6201408527988,0,0.4238652343041476,1,False,False,True,False,False,1
45,48344.73044515173,2.123599417018724,0,4,191859.3009812546,5,850.0,0,0.10265232022717954,0,True,False,False,False,False,0
57,6729.050066103104,0.06952403840544363,0,2,275747.6505477723,7,850.0,2,0.29819446607611183,1,True,False,False,False,False,1
49,81679.82654797348,4.098557327886136,1,4,161879.39668143514,7,788.3024557866187,0,0.28978878899494254,1,False,True,False,False,False,1
34,64563.23200993597,8.700374239799137,1,2,51554.37996354824,5,460.3450517628022,2,0.5232421785809268,1,False,False,False,True,False,1
66,32420.431067294172,14.810324784637388,0,4,154180.4829994776,3,636.9255133236468,1,0.2631544353299658,1,False,False,True,False,False,1
63,86325.00068246853,10.511050228535039,0,4,1000.0,15,629.3250341034698,0,0.30902099884645834,1,False,False,False,False,True,0
43,45084.91612729114,0.8609673545781336,0,0,201320.24667455812,7,668.7676026098435,0,0.4359083937517784,1,False,False,True,False,False,1
25,42537.78010690765,1.176756630653097,1,1,199588.91061120035,30,700.7014183847499,0,0.5044935247748665,1,False,False,True,False,False,1
26,64621.69709631587,11.905394906076367,1,4,246411.52122817392,20,569.1981025535844,1,0.28561990989977004,1,True,False,False,False,False,1
41,58210.41320993757,11.036019948721226,0,4,118473.35050676056,20,666.8957269376451,3,0.19062314217350124,1,False,False,True,False,False,1
24,39478.49949592739,10.60302359080502,0,3,169504.0886595585,7,555.8662406184689,1,0.16597162790474165,0,False,False,True,False,False,1
33,115105.72423239102,2.0381822086582204,1,2,213299.19390893975,15,680.8173545613254,2,0.41895280143472785,1,False,False,True,False,False,0
65,25798.147286700274,1.6259719236356167,1,2,155000.2316560339,10,819.5049759610987,3,0.17335257285390984,1,False,False,True,False,False,1
36,74880.69429585505,10.259530988166684,0,3,220891.07341877866,10,850.0,1,0.49359493558660317,1,False,False,True,False,False,1
57,41012.33346483878,4.345625367432447,1,1,318464.1010168699,7,781.6259719382654,1,0.1185688908450562,1,False,False,True,False,False,1
68,64594.98432483574,3.0353875998496536,0,2,143860.6690230253,15,551.9370337599587,1,0.29906584817055454,1,False,False,False,False,True,1
38,52906.812388668055,8.967326854941197,0,0,107886.59839166314,10,547.7100285861179,1,0.2719931296385163,1,False,False,True,False,False,1
55,106531.43434951322,14.985052774932612,0,0,183049.69176090357,10,612.1191070834091,0,0.21204736668503943,1,True,False,False,False,False,1
43,47593.061672757525,10.571397663342411,1,0,84659.32657252406,3,780.8892245370139,2,0.30866533490366216,1,False,True,False,False,False,1
46,45272.74443671497,10.611693152360928,0,1,190060.19566994882,15,773.5793053979714,1,0.2511912967485189,1,False,True,False,False,False,1
46,31156.68023189286,13.884896817742433,1,3,369774.02141193824,20,694.0325175116441,1,0.27401038138434786,1,False,True,False,False,False,1
61,25364.29329713773,9.135669143467242,1,0,259423.48626238792,5,671.1652732242335,0,0.33144588257245594,1,False,False,True,False,False,0
49,70036.60354667487,2.626612010084468,0,4,246762.0017824495,3,774.1415094662104,1,0.13177176750759925,1,False,False,False,False,True,1
44,38090.15641313103,8.684708917340519,0,4,113300.07184033458,20,758.106818344861,1,0.10758078684198841,1,False,False,False,True,False,1
58,102854.58666560843,7.81210204275538,1,3,315510.3699040852,5,747.6082489778205,1,0.11552865728006123,0,False,False,False,False,True,1
18,82388.13843542435,9.024504289885622,1,1,194159.16579173648,30,534.9278866442628,1,0.18436894668628948,1,True,False,False,False,False,1
66,59785.369953509864,2.452622275801282,1,2,160622.8596101738,7,671.2501160476266,4,0.1939771822057208,0,False,True,False,False,False,1
45,97752.76699826027,5.935389274947346,0,0,1000.0,20,624.841591943541,0,0.29417584091483323,1,False,False,True,False,False,1
32,61180.70230745402,7.106998352832229,0,2,278514.729700521,5,639.8557538856915,2,0.568067013263145,1,False,False,True,False,False,1
20,67861.27055726643,10.99605585573183,1,2,258220.50508784482,20,444.946377107764,1,0.5254344634881352,1,False,False,False,True,False,1
28,47876.13933004343,16.65879191590176,1,4,48177.56662883198,10,709.2174168239218,2,0.2918316685319643,1,False,False,True,False,False,1
20,60148.45423537874,5.7808826015433405,1,0,214513.80901635572,5,733.2889229363741,1,0.24126131744293638,1,False,True,False,False,False,1
40,64814.00586331565,9.82881515378568,0,4,186152.9847914737,20,644.6338551381206,3,0.0,1,False,True,False,False,False,1
46,40853.49774784243,4.443466600005615,0,3,124744.27274640783,7,748.7026442608653,1,0.1686745039579027,0,False,False,False,False,True,1
29,99495.74296809049,9.885134165151639,0,3,153430.43467519977,20,676.9470588319342,0,0.03302813567937035,1,False,False,True,False,False,1
19,56523.74200532003,2.099925599528566,1,4,334944.54985960235,20,739.4314143770797,1,0.35939786141531427,1,False,True,False,False,False,1
59,69379.22535146172,16.39818616710631,1,4,53797.7533042225,15,797.5599498192838,0,0.15611595381255963,1,True,False,False,False,False,1
64,88546.33112027429,6.180442180862606,0,4,184531.67009882917,15,529.4506556155106,1,0.5106453434741982,1,False,False,True,False,False,1
65,31979.69732777558,13.16446742045836,0,3,251458.06318156858,30,747.0118682789569,1,0.1144025419368768,1,True,False,False,False,False,1
41,87328.07439704891,6.362202883155101,0,0,163996.1119555177,5,779.1408307485062,2,0.23895000259703522,0,True,False,False,False,False,1
46,18506.11036304843,2.4470632065497835,0,2,141527.2143038199,30,683.23450648825,0,0.41019295606789113,0,False,False,False,False,True,1
58,57527.71419007686,15.2874214891585,1,1,299846.1153384675,3,674.7365702005719,1,0.09916405773760131,1,False,False,False,True,False,1
49,73341.19988422218,0.19790234761543246,0,2,72146.35639315046,5,631.5823136200686,1,0.2599487452443846,1,True,False,False,False,False,0
45,20110.818844444315,6.286894350761435,1,0,60944.538385973865,7,718.4485448445067,0,0.0,1,False,True,False,False,False,1
20,32303.679511087226,14.639797393354815,1,1,140018.66790594844,3,707.6382989687274,1,0.1728663181925085,1,True,False,False,False,False,1
45,30274.44851935039,1.478556688486277,1,3,242377.07253255043,3,723.9380890742838,1,0.3622878189829605,1,False,False,False,False,True,0
25,59243.683456864484,4.4165804603196115,1,0,97400.39248963776,5,777.0379635236548,4,0.486079073242322,1,False,True,False,False,False,1
44,92110.9263194346,6.346343896008607,0,4,31934.27657984104,30,668.6887891471658,0,0.3926265739148091,1,False,False,True,False,False,1
60,64941.23257248767,5.667754040465653,0,0,165771.34229214213,30,850.0,1,0.0,1,True,False,False,False,False,1
46,38477.21173516604,7.735891302362112,1,3,198966.02786042163,3,713.0778681979774,1,0.5137146587959355,1,True,False,False,False,False,1
42,63772.774090626735,14.904032942275046,1,4,36235.6187618761,15,801.8231833203474,1,0.3874578478253808,1,False,False,True,False,False,1
49,30693.488677712503,9.503745085903978,1,3,209472.1204084106,10,714.8602072547662,1,0.498794675133327,1,True,False,False,False,False,0
69,26606.083437332956,4.295314431584387,0,4,19827.684310873592,15,687.129082318491,3,0.027322821250521157,1,True,False,False,False,False,0
61,64873.23934527446,15.290298883245518,1,2,99951.7795896781,7,664.3243514233212,0,0.24356187413569652,1,False,False,False,True,False,1
49,17390.83229259336,6.821732997423988,1,3,126739.12537419905,10,726.8033539613967,0,0.3043269703979294,1,True,False,False,False,False,1
42,57316.13023214959,10.373554886993325,0,3,176548.64495032548,15,740.650434599375,0,0.26760665259205907,1,False,False,False,False,True,1
30,47775.19276053812,6.574057766281703,1,3,269482.9666127194,15,723.8504873808595,1,0.2852998616610282,1,False,True,False,False,False,1
60,5032.6796942708825,5.596117192476982,0,0,172262.03314094103,3,850.0,0,0.1825910260448734,1,False,False,False,False,True,1
36,103491.63129926127,18.338340528118124,0,0,72121.67679745867,15,757.6233453893142,2,0.2768714897981236,1,False,False,False,True,False,1
52,17304.051846511393,10.958588633909935,1,1,70162.76841202854,15,845.1657301518738,0,0.25961163190869924,0,False,True,False,False,False,1
29,66498.94984109228,7.895802236143812,0,2,203938.75357119655,30,720.4492041855004,0,0.21547588167828913,1,False,True,False,False,False,1
49,70082.50975613204,0.0,1,0,129361.31719602406,15,638.877372985461,0,0.24131825789370223,1,False,False,False,False,True,1
33,112918.67053699127,6.540605729826945,1,2,154075.17445990443,20,699.4207110764775,1,0.5029434183839064,1,False,False,False,False,True,1
69,55282.21000650415,1.45288850199338,0,0,61228.675260270305,20,670.8479946293569,0,0.5181555228391254,1,False,False,False,True,False,1
28,69244.33592787641,6.976217204599228,1,1,194487.82432485223,15,565.8953485414811,1,0.08008678415559783,1,False,False,True,False,False,1
48,70580.30936142545,13.263844698057927,1,0,224107.19876825155,3,725.3330760106618,0,0.14584418006752495,1,False,True,False,False,False,1
56,33909.63974660908,8.992207642654277,1,2,176116.58281081266,5,647.1403285081623,0,0.31611741307515273,1,False,False,False,True,False,0
44,105855.05089640686,9.341328547661009,1,0,150101.49768492315,3,655.8763754927465,1,0.21380504519917654,1,False,False,True,False,False,1
34,19184.931357816924,8.5569542675248,0,3,186883.49172005182,30,688.4429158193399,1,0.31115186334747347,0,True,False,False,False,False,1
52,41629.90731974103,4.696342470555139,1,1,78421.52075230284,30,600.6645481566624,0,0.330089036861663,1,False,True,False,False,False,1
62,73674.02738658225,10.18076490754018,1,1,120809.16411024271,20,729.3681189959617,1,0.11885195910364113,1,False,True,False,False,False,1
47,67990.81689793691,17.28196849162443,1,3,155302.27662486295,20,850.0,2,0.35685711744603094,1,False,True,False,False,False,1
68,94231.3699355469,7.39240160899881,0,2,307212.0957038213,3,778.4627912958349,1,0.3684817000167872,1,True,False,False,False,False,1
62,93423.01093911784,14.295906607566023,1,2,72139.5536241422,10,682.402594538338,1,0.2838860620180662,1,True,False,False,False,False,1
23,66401.99696665052,0.0,0,1,255322.9128874454,3,795.3007957373568,0,0.14218735991478987,1,True,False,False,False,False,1
53,94637.15851295221,7.633560604982127,0,1,154637.375401359,20,850.0,2,0.034771985871648314,1,True,False,False,False,False,1
38,76568.14566298167,23.74824005567271,1,1,37082.14942352373,3,588.9545469000536,0,0.23943451499117907,1,False,True,False,False,False,1
21,101473.50758578914,0.3686050308250479,1,3,166508.23678452478,7,817.6079059635225,0,0.24190288430321438,0,False,True,False,False,False,1
60,104581.77025989591,2.3892379244573725,0,0,119585.04811781566,10,643.3853060141446,1,0.17179629120826392,1,False,False,False,True,False,1
